Source,Target,Weight
"""geometry""","""computational geometry""",6
"""projective geometry""","""computational geometry""",1
"""synthetic geometry""","""computational geometry""",1
"""algebra""","""computer algebra""",8
"""algebraic geometry""","""computer algebra""",1
"""analysis""","""computer algebra""",4
"""arithmetic""","""computer algebra""",1
"""calculus""","""computer algebra""",1
"""commutative algebra""","""computer algebra""",1
"""elementary mathematics""","""computer algebra""",1
"""geometry""","""computer algebra""",1
"""harmonic analysis""","""computer algebra""",1
"""integral calculus""","""computer algebra""",1
"""mathematical physics""","""computer algebra""",2
"""tensor""","""computer algebra""",1
"""abstract algebra""","""conformal geometry""",1
"""additive number theory""","""conformal geometry""",1
"""algebra""","""conformal geometry""",1
"""analysis""","""conformal geometry""",3
"""analytic number theory""","""conformal geometry""",1
"""arithmetic""","""conformal geometry""",1
"""calculus""","""conformal geometry""",1
"""gauge theory""","""conformal geometry""",1
"""geometry""","""conformal geometry""",3
"""infinitesimal analysis""","""conformal geometry""",1
"""invariant theory""","""conformal geometry""",1
"""mathematical physics""","""conformal geometry""",1
"""number theory""","""conformal geometry""",1
"""pure mathematics""","""conformal geometry""",2
"""representation theory""","""conformal geometry""",1
"""smooth infinitesimal analysis""","""conformal geometry""",1
"""tensor""","""conformal geometry""",1
"""theoretical physics""","""conformal geometry""",1
"""topology""","""conformal geometry""",1
"""algebra""","""constructive function theory""",1
"""analysis""","""constructive function theory""",3
"""approximation theory""","""constructive function theory""",2
"""calculus""","""constructive function theory""",2
"""calculus of variations""","""constructive function theory""",2
"""differential geometry""","""constructive function theory""",1
"""function theory""","""constructive function theory""",4
"""geometry""","""constructive function theory""",1
"""probability theory""","""constructive function theory""",1
"""statistics""","""constructive function theory""",1
"""algebra""","""constructive mathematics""",4
"""algebraic topology""","""constructive mathematics""",1
"""analysis""","""constructive mathematics""",5
"""applied mathematics""","""constructive mathematics""",1
"""axiomatic set theory""","""constructive mathematics""",1
"""calculus""","""constructive mathematics""",4
"""calculus of variations""","""constructive mathematics""",1
"""complex analysis""","""constructive mathematics""",1
"""function theory""","""constructive mathematics""",2
"""game theory""","""constructive mathematics""",1
"""measure theory""","""constructive mathematics""",1
"""set theory""","""constructive mathematics""",3
"""topology""","""constructive mathematics""",2
"""algebra""","""coordinate geometry""",2
"""analysis""","""coordinate geometry""",1
"""calculus""","""coordinate geometry""",2
"""geometry""","""coordinate geometry""",2
"""infinitesimal calculus""","""coordinate geometry""",1
"""mathematical sciences""","""coordinate geometry""",1
"""statistics""","""coordinate geometry""",1
"""algebra""","""cryptography""",13
"""algebraic geometry""","""cryptography""",3
"""analysis""","""cryptography""",17
"""analytic geometry""","""cryptography""",2
"""arithmetic""","""cryptography""",4
"""calculus""","""cryptography""",6
"""complex analysis""","""cryptography""",1
"""differential calculus""","""cryptography""",1
"""geometry""","""cryptography""",12
"""graph theory""","""cryptography""",4
"""infinitesimal calculus""","""cryptography""",1
"""linear algebra""","""cryptography""",1
"""mathematical economics""","""cryptography""",1
"""mathematical logic""","""cryptography""",1
"""mathematical physics""","""cryptography""",2
"""mathematical sciences""","""cryptography""",2
"""matrix algebra""","""cryptography""",1
"""modern algebra""","""cryptography""",1
"""number theory""","""cryptography""",9
"""recreational mathematics""","""cryptography""",3
"""statistics""","""cryptography""",4
"""trigonometry""","""cryptography""",2
"""analysis""","""decision theory""",10
"""econometrics""","""decision theory""",2
"""epidemiology""","""decision theory""",1
"""mathematical physics""","""decision theory""",1
"""mathematical statistics""","""decision theory""",3
"""statistical theory""","""decision theory""",2
"""statistics""","""decision theory""",8
"""algebra""","""descriptive set theory""",5
"""analysis""","""descriptive set theory""",6
"""arithmetic""","""descriptive set theory""",1
"""axiomatic set theory""","""descriptive set theory""",1
"""calculus""","""descriptive set theory""",2
"""complex analysis""","""descriptive set theory""",2
"""differential geometry""","""descriptive set theory""",1
"""functional analysis""","""descriptive set theory""",3
"""general topology""","""descriptive set theory""",4
"""geometric measure theory""","""descriptive set theory""",1
"""geometry""","""descriptive set theory""",2
"""harmonic analysis""","""descriptive set theory""",1
"""measure theory""","""descriptive set theory""",5
"""model theory""","""descriptive set theory""",2
"""number theory""","""descriptive set theory""",2
"""point-set topology""","""descriptive set theory""",1
"""potential theory""","""descriptive set theory""",1
"""probability theory""","""descriptive set theory""",3
"""real algebra""","""descriptive set theory""",1
"""real analysis""","""descriptive set theory""",1
"""set-theoretic topology""","""descriptive set theory""",1
"""set theory""","""descriptive set theory""",9
"""stochastic process""","""descriptive set theory""",1
"""topology""","""descriptive set theory""",7
"""trigonometry""","""descriptive set theory""",1
"""absolute differential calculus""","""differential calculus""",9
"""abstract algebra""","""differential calculus""",2
"""actuarial science""","""differential calculus""",1
"""algebra""","""differential calculus""",21
"""analysis""","""differential calculus""",25
"""analytic geometry""","""differential calculus""",6
"""analytic number theory""","""differential calculus""",1
"""applied mathematics""","""differential calculus""",4
"""arithmetic""","""differential calculus""",7
"""calculus""","""differential calculus""",44
"""calculus of variations""","""differential calculus""",5
"""combinatorics""","""differential calculus""",3
"""complex analysis""","""differential calculus""",7
"""cryptography""","""differential calculus""",1
"""differential geometry""","""differential calculus""",13
"""differential geometry of curves""","""differential calculus""",3
"""elementary mathematics""","""differential calculus""",1
"""epidemiology""","""differential calculus""",1
"""field theory""","""differential calculus""",2
"""fractal geometry""","""differential calculus""",1
"""function theory""","""differential calculus""",4
"""game theory""","""differential calculus""",1
"""geometric algebra""","""differential calculus""",2
"""geometry""","""differential calculus""",28
"""graph theory""","""differential calculus""",2
"""group theory""","""differential calculus""",2
"""hyperbolic geometry""","""differential calculus""",1
"""infinitesimal analysis""","""differential calculus""",4
"""infinitesimal calculus""","""differential calculus""",5
"""integral calculus""","""differential calculus""",9
"""linear algebra""","""differential calculus""",3
"""mathematical logic""","""differential calculus""",1
"""mathematical physics""","""differential calculus""",7
"""mathematical sciences""","""differential calculus""",2
"""measure theory""","""differential calculus""",1
"""microlocal analysis""","""differential calculus""",1
"""model theory""","""differential calculus""",1
"""non-standard analysis""","""differential calculus""",1
"""number theory""","""differential calculus""",8
"""plane geometry""","""differential calculus""",2
"""potential theory""","""differential calculus""",2
"""probability theory""","""differential calculus""",5
"""pure mathematics""","""differential calculus""",1
"""ring theory""","""differential calculus""",1
"""set theory""","""differential calculus""",3
"""spherical geometry""","""differential calculus""",1
"""spherical trigonometry""","""differential calculus""",4
"""statistics""","""differential calculus""",4
"""symplectic geometry""","""differential calculus""",1
"""tensor""","""differential calculus""",11
"""theoretical physics""","""differential calculus""",3
"""topology""","""differential calculus""",5
"""trigonometry""","""differential calculus""",5
"""vector algebra""","""differential calculus""",1
"""absolute differential calculus""","""differential geometry""",4
"""abstract algebra""","""differential geometry""",11
"""actuarial science""","""differential geometry""",2
"""algebra""","""differential geometry""",79
"""algebraic analysis""","""differential geometry""",3
"""algebraic geometry""","""differential geometry""",21
"""algebraic number theory""","""differential geometry""",4
"""algebraic topology""","""differential geometry""",3
"""analysis""","""differential geometry""",72
